UNITID,EFYTOTLT2011,EFYTOTLT2010
225201,1265,1473
225201,1265,6921
225247,2643,4523
225247,2114,2398
225247,529,384
225308,11851,370
225308,11851,14
225371,6371,195
225371,6371,195
225399,2954,2312
225399,2462,2312
225399,492,3500
225414,10338,1384
225414,6082,2116
225414,4256,16182
225423,92869,16182
225423,92869,9177
225432,16341,7689
225432,16154,1488
225432,187,3124
225502,5286,3124
225502,2918,1244
225502,2368,1244
225511,45001,2339
225511,35757,1396
225511,9244,943
225520,6199,12593
225520,6199,6581
225548,1431,6012
225548,1404,21934
225548,27,21934
225575,1059,17610
225575,988,17610
225575,71,38806
225627,9153,38806
225627,6884,926
225627,2269,926
225779,464,1446
225779,464,1446
225788,358,127
225788,358,127
225849,1489,123
225849,1489,123
225858,1146,3073
225858,1146,3073
225876,562,271
225876,562,271
225885,570,1612
225885,570,1612
225991,313,169
225991,313,169
226019,9091,3258
226019,9091,3258
226091,18537,6824
226091,11472,6824
226091,7065,949
226107,3543,949
226107,3543,2682
226116,3770,2138
226116,3770,544
226125,224,11366
226125,224,11366
226134,13824,6427
226134,13824,6427
226152,8287,3074
226152,6951,2558
226152,1336,516
226204,9943,9806
226204,9943,5655
226231,4458,4151
226231,3901,89207
226231,557,89207
226277,3326,15841
226277,3326,15654
226329,1260,187
226329,1260,4987
226374,84,2494
226374,84,2493
226383,2592,43154
226383,2019,34223
226383,573,8931
226408,6235,5759
226408,6235,5759
226471,3302,1379
226471,2888,1355
226471,414,24
226578,14610,996
226578,14610,938
226587,1812,58
226587,1812,8495
226675,380,6451
226675,380,2044
226772,162,311
226772,162,311
226806,11695,529
226806,11695,529
226833,7608,1621
226833,6705,1621
226833,903,1213
226860,106,1213
226860,106,485
226879,395,485
226879,395,770
226903,591,770
226903,591,171
226930,15107,171
226930,15107,8805
227003,1705,8805
227003,1705,18375
227058,110,10857
227058,110,7518
227146,15272,3145
227146,15272,3145
227155,101,3165
227155,101,3165
227182,86966,201
227182,86966,201
227191,20817,13437
227191,20817,13437
227216,44140,7853
227216,33914,6442
227216,10226,1411
227225,4418,9874
227225,4418,9874
227243,912,4651
227243,829,4175
227243,83,476
227289,191,3333
227289,191,3333
227298,739,1172
227298,739,1172
227304,7551,83
227304,7551,83
227313,488,2443
227313,488,1905
227322,530,538
227322,530,5989
227331,2963,5989
227331,1702,3138
227331,1261,2808
227368,23023,330
227368,19011,13463
227368,4012,13463
227377,18970,1846
227377,17743,1846
227377,1227,356
227386,3265,356
227386,3265,132
227401,8505,132
227401,8505,10755
227429,272,10755
227429,272,7518
227526,9946,6573
227526,7647,945
227526,2299,81
227687,2309,81
227687,2309,352
227748,308,352
227748,308,468
227757,6503,468
227757,3768,14806
227757,2735,14806
227766,34627,2346
227766,34627,2346
227836,1460,103
227836,1460,103
227845,6109,13766
227845,4909,13766
227845,1200,83
227854,14847,83
227854,14847,80015
227863,4430,80015
227863,1800,20225
227863,2630,20225
227881,19710,42090
227881,16226,32140
227881,3484,9950
227924,36718,4153
227924,36718,4153
227979,41792,1086
227979,41792,1042
228042,1263,44
228042,1205,233
228042,58,233
228088,90,768
228088,90,768
228149,4475,7373
228149,2574,7373
228149,1901,609
228158,14094,609
228158,14094,600
228185,69,600
228185,69,2895
228194,1399,1691
228194,1399,1204
228200,1581,22641
228200,1581,19614
228219,2440,3027
228219,2440,21368
228246,12513,20087
228246,6842,1281
228246,5671,3127
228282,523,3127
228282,523,7798
228291,43,7798
228291,43,198
228316,8196,194
228316,8196,4
228325,2375,9872
228325,1919,7259
228325,456,2613
228343,1423,1699
228343,1423,1699
228431,14939,110
228431,12670,110
228431,2269,5801
228459,36743,3449
228459,30338,2352
228459,6405,33329
228468,1111,33329
228468,998,1852
228468,113,1852
228486,256,6023
228486,256,4841
228501,4062,1182
228501,2772,13504
228501,1290,13504
228529,13690,4066
228529,10889,1949
228529,2801,2117
228547,74833,19230
228547,74833,15954
228608,8593,3276
228608,8593,34637
228635,3078,34637
228635,86,39255
228635,2992,39255
228644,3811,1197
228644,1239,1169
228644,2572,28
228653,3033,92
228653,785,92
228653,2248,4244
228680,6754,2495
228680,6754,1749
228699,6226,13964
228699,6226,13964
228705,11927,71
228705,9084,71
228705,2843,1373
228714,2147,1373
228714,2053,2061
228714,94,2061
228723,51417,2772
228723,40345,2772
228723,11072,12243
228769,45533,6773
228769,34004,5470
228769,11529,419
228778,55620,419
228778,41616,47
228778,14004,47
228787,20000,7958
228787,12106,7958
228787,7894,2327
228796,26232,1899
228796,21200,428
228796,5032,1376
228802,7816,1376
228802,5845,14813
228802,1971,12487
228866,349,2326
228866,349,35013
228875,9771,28838
228875,8321,6175
228875,1450,992
228884,1081,944
228884,1031,48
228884,50,228
228909,1912,228
228909,1912,3924
228981,1418,2655
228981,1418,1269
229018,5170,13020
229018,3851,10276
229018,1319,2744
229027,35098,70074
229027,29544,70074
229027,5554,8104
229036,936,8104
229036,936,2652
229063,11063,113
229063,8035,2539
229063,3028,3720
229115,35105,1215
229115,27514,2505
229115,7591,2752
229151,223,677
229151,223,2075
229160,3768,9083
229160,2071,9083
229160,1697,6563
229179,17458,6563
229179,9077,9806
229179,8381,7427
229267,2665,2379
229267,2419,2534
229267,246,2427
229300,5124,107
229300,671,51437
229300,4453,40404
229319,8102,11033
229319,8102,38210
229328,2409,28489
229328,2409,9721
229337,4797,54264
229337,1569,40612
229337,3228,13652
229355,15806,18969
229355,15806,11331
229416,3728,7638
229416,3728,24821
229425,699,19847
229425,699,4974
229504,8655,7456
229504,8655,5454
229522,153,2002
229522,153,438
229540,5975,438
229540,5975,9306
229638,136,7988
229638,136,1318
229780,10677,1152
229780,8070,1113
229780,2607,39
229799,8153,1691
229799,8153,1691
229814,9232,1441
229814,7243,1441
229814,1989,4826
229832,4427,3482
229832,4427,1344
229841,10535,33535
229841,10535,28523
229887,1560,5012
229887,1523,1101
229887,37,1101
229957,129,10750
229957,129,8242
230010,1473,2508
230010,1473,32829
230038,40203,25989
230038,36069,6840
230038,4134,224
230047,3678,224
230047,3678,3656
230056,991,2026
230056,989,1630
230056,2,16551
230065,449,8365
230065,449,8186
230092,3515,2768
230092,3515,2548
230135,85,220
230135,85,5053
230144,81,691
230144,81,4362
230162,8460,8612
230162,8460,8612
230171,11387,2322
230171,11387,2322
230199,89,4298
230199,89,1056
230205,50,3242
230205,50,15164
230214,492,15164
230214,492,4029
230223,99,4029
230223,99,793
230366,795,793
230366,795,7455
230384,1451,7455
230384,1451,118
230418,2463,118
230418,2463,5661
230472,864,5661
230472,864,61
230490,4960,61
230490,4960,10158
230597,5335,7779
230597,5335,2379
230603,13150,7444
230603,11688,7444
230603,1462,9190
230621,1374,7193
230621,1364,1997
230621,10,4794
230630,739,4794
230630,739,9940
230676,1036,9940
230676,1036,1392
230728,33517,1392
230728,27528,115
230728,5989,115
230737,40697,1483
230737,40596,1483
230737,101,39346
230746,50643,35592
230746,50643,3754
230764,37046,3494
230764,29012,3494
230764,8034,1185
230782,31546,1185
230782,30709,416
230782,837,416
230807,3829,3391
230807,2685,3391
230807,1144,87
230816,865,87
230816,693,77
230816,172,77
230825,244,8360
230825,244,8360
230834,3104,12904
230834,2305,12904
230834,799,88
230852,3386,88
230852,3007,30
230852,379,30
230861,11395,507
230861,11395,507
230889,998,83
230889,352,83
230889,646,873
230898,847,873
230898,758,1403
230898,89,1403
230913,2442,2178
230913,1997,2178
230913,445,1031
230931,1764,1031
230931,1532,5145
230931,232,5145
230940,326,5499
230940,326,5499
230959,4560,12789
230959,3774,11222
230959,786,1567
230977,780,752
230977,780,738
230995,4123,14
230995,2396,764
230995,1727,764
231004,78,1225
231004,78,1225
231059,3466,17900
231059,2117,15675
231059,1349,2225
231068,606,36745
231068,606,36697
231077,536,48
231077,292,52459
231077,244,52459
231086,543,35507
231086,543,27817
231095,140,7690
231095,140,30884
231147,815,30079
231147,815,805
231165,1966,3656
231165,1966,2541
231174,15923,1115
231174,13752,857
231174,2171,684
231280,162,173
231280,162,224
231411,1599,224
231411,1599,3050
231420,971,2281
231420,925,769
231420,46,3482
231536,6984,3068
231536,6984,414
231554,816,10830
231554,816,10830
231581,1737,982
231581,1737,355
231624,9117,627
231624,6425,911
231624,2692,783
231651,6320,128
231651,2548,2619
231651,3772,2030
231688,51,589
231688,51,1854
231697,7957,1625
231697,7957,229
231712,5139,335
231712,4889,335
231712,250,4484
231721,109,3660
231721,109,824
231785,1369,807
231785,1369,807
231828,1632,5280
231828,1632,2368
231837,1200,2912
231837,1000,49
231837,200,49
231873,2178,3438
231873,2178,2108
231882,6741,1330
231882,6741,727
231970,884,727
231970,884,547
232016,3544,289
232016,3544,258
232025,1055,543
232025,993,543
232025,62,141
232043,2265,141
232043,1270,748
232043,995,748
232052,1461,1910
232052,1461,1910
232089,1544,15785
232089,1544,13551
232186,45933,2234
232186,29280,111
232186,16653,111
232195,10569,1566
232195,10569,1566
232256,1097,1059
232256,1097,981
232265,6206,78
232265,5187,6831
232265,1019,6831
232308,1277,894
232308,827,894
232308,450,1639
232414,19620,1639
232414,19620,9173
232423,22093,6396
232423,19492,2777
232423,2601,215
232450,14522,215
232450,14522,5842
232502,1034,2432
232502,1034,3410
232557,77778,53
232557,46923,53
232557,30855,8007
232566,5610,8007
232566,4345,5202
232566,1265,4920
232575,9511,282
232575,9511,111
232593,30,111
232593,30,1129
232609,3185,1129
232609,2404,1149
232609,781,1149
232618,275,1150
232618,275,1002
232672,2075,148
232672,1730,2247
232672,345,2247
232681,6049,6951
232681,4870,6951
232681,1179,854
232706,4146,23
232706,2595,831
232706,1551,1704
232724,108,1704
232724,108,1085
232788,4442,1023
232788,4442,62
232797,7679,2214
232797,7634,1262
232797,45,952
232867,8014,1446
232867,8014,1446
232885,586,1508
232885,586,1508
232919,642,39977
232919,642,23788
232937,8015,16189
232937,7000,9774
232937,1015,9774
232946,75490,1099
232946,75490,1099
232982,29176,6331
232982,21409,5404
232982,7767,927
233019,4744,1277
233019,4744,839
233037,2558,438
233037,2558,19663
233082,198,19663
233082,198,21130
233091,926,18619
233091,926,2511
233116,7817,13693
233116,7817,13693
233277,9868,1196
233277,8406,1196
233277,1462,64610
233286,79,39226
233286,79,25384
233295,1253,5570
233295,1253,4278
233301,572,1292
233301,563,8993
233301,9,8993
233310,5045,29
233310,5045,29
233329,734,2996
233329,734,2359
233338,2113,637
233338,2113,316
233356,295,316
233356,295,2224
233374,5500,1781
233374,4112,443
233374,1388,6244
233408,421,4975
233408,421,1269
233426,2212,4053
233426,2212,2524
233480,58,1529
233480,58,117
233499,602,117
233499,602,4507
233541,5917,4507
233541,2718,10481
233541,3199,10435
233611,825,46
233611,825,8431
233639,9439,8431
233639,9439,493
233648,5352,493
233648,5352,249
233657,133,249
233657,133,8077
233666,74,6958
233666,74,1119
233684,19565,72563
233684,14137,72563
233684,5428,28783
233718,855,20678
233718,823,8105
233718,32,5047
233754,16306,5047
233754,16306,2515
233772,46066,2515
233772,46066,191
233842,294,191
233842,294,915
233897,2419,915
233897,2419,7485
233903,3863,7485
233903,3863,9636
233912,639,8178
233912,639,1458
233921,33248,38
233921,24719,38
233921,8529,1285
233949,12844,1285
233949,12844,544
234030,36401,524
234030,25810,20
234030,10591,4590
234076,30731,4590
234076,18758,647
234076,11973,647
234085,1691,2085
234085,1691,2085
234119,218,336
234119,218,336
234137,620,5549
234137,527,4105
234137,93,1444
234155,6571,433
234155,5702,433
234155,869,2103
234164,2247,2103
234164,1794,60
234164,453,60
234173,1399,674
234173,1399,674
234191,170,5444
234191,170,2444
234207,2183,3000
234207,1766,759
234207,417,759
234216,1615,9381
234216,1615,9381
234225,136,5631
234225,136,5631
234359,283,169
234359,283,169
234377,5397,41
234377,5397,41
234401,150,20248
234401,150,14762
234492,2897,5486
234492,2897,974
234526,49,888
234526,49,86
234650,180,15834
234650,180,15834
234669,23059,45370
234669,23059,45370
234687,94,354
234687,94,354
234696,5502,2321
234696,5502,2321
234711,3175,3818
234711,3175,3818
234739,825,669
234739,825,669
234784,1534,33080
234784,1534,24540
234827,14011,8540
234827,13071,13224
234827,940,13224
234845,6251,36553
234845,6251,25478
234915,3662,11075
234915,1710,31157
234915,1952,18485
234924,181,12672
234924,181,1626
234933,20118,1626
234933,20118,186
234951,12699,186
234951,12699,399
234979,9867,289
234979,9867,110
235024,849,6220
235024,849,5414
235088,542,806
235088,542,1855
235097,15049,1415
235097,12691,440
235097,2358,1512
235103,16113,1512
235103,16113,249
235149,13768,249
235149,13768,2190
235158,204,1787
235158,204,403
235167,5929,1425
235167,5563,1425
235167,366,157
235237,15165,157
235237,15165,442
235307,311,442
235307,311,5242
235316,8756,5242
235316,5077,156
235316,3679,156
235334,3781,3189
235334,3781,3189
235343,12744,69
235343,12744,69
235352,90,26000
235352,90,26000
235422,1471,92
235422,1019,92
235422,452,5776
235431,10765,5776
235431,10765,3266
235495,256,3266
235495,256,848
235501,670,848
235501,670,1721
235510,1286,1721
235510,1286,13825
235529,799,12951
235529,799,874
235547,1031,6294
235547,242,6294
235547,789,4578
235583,520,2145
235583,520,2433
235671,9052,126
235671,9052,126
235699,7040,20176
235699,7040,20176
235750,6366,14802
235750,6366,14802
235769,181,10255
235769,181,10255
235954,37,812
235954,37,812
236018,115,465
236018,115,465
236027,340,14770
236027,340,12400
236072,11345,2370
236072,11345,15757
236133,1593,15757
236133,1299,12497
236133,294,12497
236188,12222,164
236188,12222,164
236212,1024,5738
236212,1024,5346
236230,4029,392
236230,3534,15227
236230,495,15227
236258,5694,287
236258,5694,287
236328,2992,8775
236328,2666,4927
236328,326,3848
236382,7289,4174
236382,7289,4174
236452,1974,12550
236452,1535,12550
236452,439,96
236504,9553,96
236504,9553,1370
236513,12493,939
236513,12493,431
236531,544,10529
236531,544,10529
236577,4656,275
236577,3375,275
236577,1281,774
236595,8919,774
236595,5022,1246
236595,3897,1246
236610,9682,900
236610,9682,900
236638,8969,946
236638,8969,203
236656,8643,743
236656,8643,595
236692,11437,595
236692,11437,11180
236708,16367,11180
236708,16367,6928
236744,151,6928
236744,151,6421
236753,15256,6421
236753,15256,154
236887,8696,154
236887,8696,57
236896,2139,57
236896,1823,103
236896,316,103
236939,29962,395
236939,24659,395
236939,5303,11173
236948,49554,11173
236948,35264,83
236948,14290,83
236975,5344,1533
236975,5344,1269
236993,730,264
236993,730,12161
237011,16778,12161
237011,15156,937
237011,1622,937
237039,7038,4013
237039,7038,3524
237057,1658,489
237057,1658,6118
237066,3131,6118
237066,2449,3041
237066,682,2711
237109,7188,330
237109,7188,8204
237118,717,8204
237118,625,1903
237118,92,1480
237127,20,423
237127,20,10075
237136,343,10075
