UNITID,EFYTOTLT2011,EFYTOTLT2010
205522,293,5477
205531,222,2632
205531,222,2632
205559,306,342
205559,306,342
205568,338,166
205568,338,166
205610,4312,1907
205610,4312,1907
205647,2316,3451
205647,2316,2861
205692,617,590
205692,617,29811
205708,1964,29811
205708,1964,138
205717,1714,138
205717,1714,148
205726,1737,148
205726,1737,178
205841,19169,178
205841,19169,140
205887,1581,80
205887,1581,60
205957,3436,572
205957,2374,572
205957,1062,91
205966,5085,91
205966,5085,63
206002,65,42
206002,65,21
206011,4631,222
206011,4631,222
206039,108,3777
206039,108,3777
206048,7815,2965
206048,6144,2779
206048,1671,186
206084,25597,127
206084,19587,127
206084,6010,5187
206093,914,5107
206093,914,80
206154,64,36399
206154,64,36399
206172,253,272
206172,253,272
206181,246,344
206181,246,344
206215,199,253
206215,199,253
206224,603,209
206224,603,209
206279,2434,490
206279,1878,490
206279,556,3770
206288,496,3770
206288,496,2581
206321,1213,2581
206321,1213,750
206330,2286,750
206330,1990,2603
206330,296,2603
206349,1800,1978
206349,1158,1978
206349,642,2272
206358,63,2272
206358,63,16581
206394,361,16581
206394,361,1499
206419,156,1499
206419,156,3449
206428,78,2387
206428,78,1062
206437,3500,4937
206437,2557,4937
206437,943,64
206446,3389,64
206446,3389,4249
206482,351,4249
206482,351,116
206491,757,116
206491,748,4529
206491,9,3154
206507,1819,1375
206507,1725,26982
206507,94,20846
206516,117,6136
206516,117,1259
206525,2120,1259
206525,1997,80
206525,123,80
206589,2001,296
206589,2001,296
206604,22378,250
206604,16556,250
206604,5822,184
206613,2255,184
206613,2023,630
206613,232,630
206622,8695,2429
206622,4990,1565
206622,3705,864
206631,1282,359
206631,1282,359
206695,18058,697
206695,16184,697
206695,1874,2150
206783,62,1846
206783,62,304
206817,1403,1866
206817,1403,1241
206835,1822,625
206835,1697,52
206835,125,52
206862,2873,322
206862,2070,322
206862,803,135
206880,190,135
206880,190,39
206905,305,39
206905,305,3317
206914,8227,2536
206914,7587,781
206914,640,3006
206923,3540,3006
206923,3540,377
206932,235,377
206932,235,836
206941,20435,827
206941,18059,9
206941,2376,1933
206969,25,1821
206969,25,112
206996,3647,111
206996,3647,111
207041,6140,2125
207041,4687,2048
207041,1453,77
207050,2824,1877
207050,2824,1877
207069,3670,19664
207069,3670,14812
207087,82,4852
207087,82,1461
207102,147,1266
207102,147,195
207157,259,8829
207157,247,5016
207157,12,3813
207166,22,1479
207166,22,1479
207209,3510,17825
207209,2812,15841
207209,698,1984
207236,3776,53
207236,3776,53
207254,1554,1245
207254,1554,1245
207263,11675,1726
207263,10135,1605
207263,1540,121
207272,55,2580
207272,55,1955
207281,7483,625
207281,7483,140
207290,3267,140
207290,3267,269
207306,2629,269
207306,2385,8072
207306,244,7445
207315,438,627
207315,438,3445
207324,2502,3445
207324,2035,183
207324,467,183
207342,4483,19477
207342,1350,17245
207342,3133,2232
207351,1651,22
207351,1651,22
207388,26807,3252
207388,20400,3252
207388,6407,5889
207397,15332,4476
207397,15332,1413
207403,1993,2898
207403,1905,2898
207403,88,3474
207449,22522,3474
207449,22522,103
207458,4454,103
207458,2728,112
207458,1726,112
207500,30642,267
207500,22228,256
207500,8414,11
207537,75,19
207537,75,19
207564,5368,3533
207564,5368,2823
207582,3406,710
207582,2751,3583
207582,655,3583
207607,649,1298
207607,649,1298
207625,264,11260
207625,264,9749
207661,5753,1511
207661,5753,31
207670,13831,31
207670,13831,7401
207689,940,7401
207689,861,3133
207689,79,3133
207704,210,2756
207704,210,2412
207722,1259,344
207722,1259,436
207740,3233,436
207740,3233,2489
207786,36,2088
207786,36,401
207847,5237,4644
207847,4698,1537
207847,539,3107
207856,501,1575
207856,431,1575
207856,70,26318
207865,6303,20103
207865,5150,6215
207865,1153,10955
207935,30473,10955
207935,30473,1986
207962,1853,1905
207962,1853,81
207971,4596,21692
207971,3384,21692
207971,1212,4407
208017,55,2590
208017,55,1817
208026,306,30190
208026,306,21811
208035,7056,8379
208035,7056,42
208044,33,42
208044,33,5596
208053,280,5596
208053,280,3410
208080,95,2765
208080,95,645
208123,185,699
208123,185,699
208239,2365,534
208239,2365,534
208248,285,5497
208248,285,5497
208275,4410,13196
208275,4410,13196
208318,10843,921
208318,10843,844
208390,22782,77
208390,22782,236
208406,17054,236
208406,17054,1307
208415,2912,1307
208415,2912,3262
208433,114,3262
208433,114,32
208479,932,32
208479,932,5288
208488,2945,4721
208488,1412,567
208488,1533,335
208512,374,243
208512,374,92
208637,435,6046
208637,435,5003
208646,6021,1043
208646,5058,30571
208646,963,30571
208655,247,1862
208655,247,1862
208725,125,4627
208725,125,3302
208822,4237,1325
208822,2295,59
208822,1942,59
208859,90,280
208859,90,280
208965,1629,5266
208965,1629,5266
209038,18949,18
209038,18949,18
209056,4361,322
209056,2116,322
209056,2245,106
209065,1773,106
209065,1773,188
209074,13407,188
209074,13407,2486
209083,98,2486
209083,98,295
209108,2673,295
209108,1296,4325
209108,1377,4325
209153,116,10263
209153,116,10263
209205,234,22301
209205,234,22301
209241,205,17257
209241,104,17257
209241,101,3014
209250,17017,3014
209250,17017,105
209287,1116,105
209287,718,1032
209287,398,1032
209296,574,2472
209296,574,1311
209348,38,1161
209348,38,327
209409,667,327
209409,522,477
209409,145,477
209490,3141,5670
209490,847,4705
209490,2294,965
209506,4987,279
209506,4952,279
209506,35,108
209533,157,108
209533,145,4103
209533,12,2131
209542,28188,1972
209542,22637,100
209542,5551,100
209551,27078,1648
209551,22020,1648
209551,5058,18202
209603,683,18202
209603,626,4262
209603,57,2091
209612,3904,2171
209612,1710,1734
209612,2194,1734
209667,106,13215
209667,106,13215
209676,234,111
209676,234,111
209694,110,2637
209694,110,1331
209700,167,1306
209700,167,125
209719,57,125
209719,57,224
209746,53172,224
209746,53172,185
209807,41896,94
209807,29331,91
209807,12565,16409
209825,4532,16409
209825,3611,1061
209825,921,683
209922,1536,378
209922,1499,561
209922,37,561
209940,11459,55
209940,11459,55
209986,63,673
209986,63,503
210076,2282,170
210076,2282,2978
210100,139,839
210100,139,2139
210146,8664,5242
210146,6880,5202
210146,1784,40
210155,2352,159
210155,2352,142
210234,5006,17
210234,5006,26251
210270,5037,20919
210270,5037,5332
210304,2196,26271
210304,1931,20989
210304,265,5282
210331,1326,652
210331,1057,606
210331,269,46
210340,108,3795
210340,108,1561
210359,1198,2234
210359,1198,98
210368,871,98
210368,871,286
210401,3099,286
210401,2109,120
210401,990,120
210429,8384,120
210429,5974,120
210429,2410,80
210438,639,80
210438,82,50901
210438,557,50901
210456,307,41575
210456,307,29068
210474,86,12507
210474,86,4264
210483,679,3398
210483,679,866
210492,234,1541
210492,216,1504
210492,18,37
210508,29,11185
210508,29,11185
210571,2678,54
210571,2580,54
210571,98,3125
210599,825,3125
210599,825,158
210605,31869,158
210605,31869,7918
210669,2224,6197
210669,2224,1721
210711,270,2552
210711,270,2552
210739,3975,4627
210739,2803,4627
210739,1172,4728
210748,174,4728
210748,174,1917
210775,4052,1656
210775,3020,261
210775,1032,1301
210784,365,1023
210784,365,278
210809,743,135
210809,743,135
210890,216,1432
210890,216,1432
210906,878,864
210906,878,864
210942,4794,3138
210942,4794,2139
210951,165,999
210951,165,7678
210960,3242,5502
210960,3242,2176
211006,559,578
211006,559,60
211024,1080,518
211024,671,312
211024,409,312
211079,4743,44
211079,4743,44
211088,4983,505
211088,2360,505
211088,2623,216
211130,358,192
211130,358,24
211149,326,27
211149,326,27
211158,11644,2703
211158,10202,2581
211158,1442,122
211200,630,1267
211200,630,1267
211273,1859,32024
211273,1390,32024
211273,469,2201
211291,3819,2201
211291,3667,240
211291,152,240
211307,16575,3966
211307,16575,2703
211316,107,1263
211316,107,95
211334,103,95
211334,103,4076
211343,6104,2993
211343,6104,1083
211352,4600,366
211352,1560,366
211352,3040,629
211361,11506,629
211361,8314,234
211361,3192,234
211370,121,994
211370,121,994
211398,266,4725
211398,266,4725
211431,3483,162
211431,2290,162
211431,1193,3540
211440,12175,3540
211440,6174,468
211440,6001,468
211468,1987,1083
211468,1738,677
211468,249,406
211477,2169,5653
211477,2169,5653
211556,2735,5034
211556,1249,2363
211556,1486,2671
211583,2691,309
211583,1709,309
211583,982,315
211608,1783,315
211608,1689,11219
211608,94,9757
211617,1439,1462
211617,1439,626
211635,191,626
211635,191,1858
211644,8544,1392
211644,6934,466
211644,1610,3849
211750,475,3672
211750,475,177
211802,168,16809
211802,168,16809
211820,224,104
211820,224,104
211893,163,103
211893,123,103
211893,40,6313
211909,153,6313
211909,153,4575
211927,18860,1699
211927,18860,2876
211981,2689,12740
211981,2301,9871
211981,388,2869
212009,2477,142
212009,2477,142
212018,287,303
212018,287,303
212045,523,3203
212045,523,2067
212054,28374,1136
212054,16209,11720
212054,12165,6225
212072,340,5495
212072,340,2250
212090,1355,2002
212090,1355,248
212106,11746,1694
212106,6208,1694
212106,5538,2727
212115,8726,1341
212115,7113,1386
212115,1613,2846
212133,5319,1776
212133,3291,1070
212133,2028,1808
212160,9901,1660
212160,7392,148
212160,2509,1783
212197,2606,1783
212197,2543,202
212197,63,202
212212,61,8689
212212,61,7132
212230,95,1557
212230,95,465
212267,317,465
212267,317,194
212276,277,194
212276,277,243
212285,107,243
212285,107,159
212294,126,127
212294,126,32
212300,91,155
212300,91,155
212328,326,18493
212328,326,18493
212337,286,178
212337,286,178
212355,326,2708
212355,326,2341
212373,164,367
212373,164,2447
212382,336,2447
212382,336,350
212391,262,350
212391,262,487
212425,549,487
212425,549,26319
212434,490,15083
212434,490,11236
212443,172,334
212443,172,334
212568,227,1617
212568,227,1617
212577,2548,11879
212577,2548,6255
212601,4996,5624
212601,3164,9077
212601,1832,7118
212656,2529,1959
212656,2139,5095
212656,390,3095
212674,2678,2000
212674,2678,9647
212683,220,7238
212683,220,2409
212708,262,2572
212708,262,2493
212753,411,79
212753,411,48
212771,2645,48
212771,161,96
212771,2484,96
212805,2531,339
212805,2531,339
212832,3235,266
212832,2598,266
212832,637,122
212869,1760,122
212869,1760,126
212878,32758,126
212878,32758,99
212911,1253,99
212911,1253,341
212975,496,341
212975,496,287
212984,3829,287
212984,2332,374
212984,1497,374
212993,151,180
212993,151,180
213002,1471,353
213002,1471,353
213011,5941,255
213011,3856,255
213011,2085,624
213020,17018,624
213020,14051,521
213020,2967,521
213057,733,174
213057,733,174
213163,79,264
213163,79,264
213181,880,2409
213181,880,2409
213215,266,4986
213215,266,3183
213233,473,1803
213233,473,2499
213251,1662,2111
213251,1662,388
213303,2129,2716
213303,2068,2716
213303,61,238
213312,590,238
213312,590,209
213321,3263,209
213321,2593,423
213321,670,423
213330,49,1023
213330,49,68
213349,11851,955
213349,10449,2560
213349,1402,2560
213358,1646,3189
213358,1500,2519
213358,146,670
213367,7972,1408
213367,4978,1408
213367,2994,32167
213376,2248,32167
213376,2248,1254
213385,2474,1254
213385,2474,475
213400,1332,475
213400,1064,3695
213400,268,2558
213446,155,1137
213446,155,139
213455,338,139
213455,338,1678
213473,883,1678
213473,883,5956
213491,104,3734
213491,104,2222
213507,2338,16689
213507,1858,13556
213507,480,3133
213525,11677,888
213525,11677,888
213534,1574,73
213534,1574,73
213543,7533,927
213543,4868,927
213543,2665,138
213552,96,138
213552,96,427
213570,1379,427
213570,1379,1595
213589,944,1595
213589,944,2233
213598,2512,2163
213598,1897,70
213598,615,729
213613,6275,729
213613,5757,3227
213613,518,2554
213622,279,673
213622,279,41
213631,190,41
213631,190,11907
213640,316,10435
213640,316,1472
213659,10350,1582
213659,10350,1430
213668,1350,152
213668,1350,7754
213686,137,4951
213686,137,2803
213774,1254,2166
213774,1254,2166
213783,3977,2468
213783,3318,2468
213783,659,1208
213826,4048,934
213826,2525,274
213826,1523,156
213914,441,156
213914,441,238
213932,130,238
213932,130,760
213987,4987,760
213987,4387,117
213987,600,117
213996,3034,2336
213996,2876,1857
213996,158,479
214023,197,12153
214023,197,12153
214041,10966,1484
214041,8720,1484
214041,2246,7517
214069,3415,4805
214069,2732,2712
214069,683,103
214111,16301,103
214111,16301,1490
214148,608,1490
214148,526,1103
214148,82,1103
214157,2294,2786
214157,1961,2104
214157,333,682
214166,2590,6200
214166,2536,5706
214166,54,494
214175,2698,297
214175,2698,297
214254,1520,196
214254,1520,196
214272,3689,337
214272,2809,337
214272,880,10415
214290,1327,10415
214290,1327,1418
214315,133,1418
214315,133,141
214379,16729,141
214379,16729,1052
214476,105,1052
214476,105,4169
214528,1077,3449
214528,1077,720
214546,79,3956
214546,79,2392
214564,1112,1564
214564,1112,433
214582,1704,433
214582,1704,135
214591,4618,135
214591,4465,4968
214591,153,4356
214607,1247,612
214607,1247,2917
214616,829,2840
214616,829,77
214625,1068,259
214625,1063,259
214625,5,11071
214634,853,8556
214634,853,2515
214643,950,3229
214643,821,2674
214643,129,555
214652,1673,16830
214652,1668,16830
214652,5,604
214670,1048,547
214670,1006,57
214670,42,2318
214689,4415,1974
214689,4381,344
214689,34,2420
214698,1119,2389
214698,1114,31
214698,5,2738
214704,3193,2738
214704,3014,1950
214704,179,1950
214713,5109,3602
214713,3434,2794
214713,1675,808
214731,1860,1325
214731,1860,1325
214740,1107,128
214740,1104,128
214740,3,16314
214759,1239,16314
214759,1239,87
214768,1385,87
214768,1385,1222
214777,49025,1222
214777,41358,116
214777,7667,116
214786,857,1370
214786,857,1370
214795,1383,1921
214795,1383,1921
214801,4219,4721
214801,4119,4573
214801,100,148
214810,1163,1432
214810,1160,1432
214810,3,855
214829,1981,855
214829,1663,1026
214829,318,1017
214838,362,9
214838,362,1018
214883,2722,1018
214883,2722,888
214892,587,754
214892,587,134
214944,1035,1695
214944,1035,1690
214962,89,5
214962,89,988
214971,367,957
214971,260,31
214971,107,4462
215008,99,4415
215008,99,47
215026,20,1088
215026,20,1077
215044,287,11
215044,287,3135
215053,284,2961
215053,284,174
215062,28453,5003
215062,13470,3203
215062,14983,1800
215099,4072,1833
215099,3250,1832
215099,822,1
215105,2533,1151
215105,2242,1147
215105,291,4
215114,1476,1285
215114,1064,1285
215114,412,1321
215123,2489,1321
215123,2489,49160
215132,3029,41422
215132,1519,7738
215132,1510,855
215239,29043,855
215239,29043,1379
215266,1821,1369
215266,1821,10
215275,2008,4167
215275,2008,4074
215284,3149,93
215284,3149,1117
215293,33082,1113
215293,20301,4
215293,12781,1933
215309,566,1688
215309,566,245
215336,63,376
215336,63,376
215381,631,2635
215381,631,2635
215390,312,628
215390,312,628
215415,3226,1122
215415,3226,1122
215424,336,84
215424,336,84
215433,812,345
215433,812,256
215442,4828,89
215442,3979,87
215442,849,87
215479,63,14
215479,63,14
215530,51,305
215530,51,305
215585,7773,319
215585,7773,319
215594,704,27749
215594,704,13139
215619,61,14610
215619,61,3853
215628,111,3064
215628,111,789
215637,515,2519
215637,515,2264
215646,1222,255
215646,1222,1547
215655,5823,1101
215655,4360,446
215655,1463,2364
215682,583,2364
215682,583,3115
215691,1118,1568
215691,598,1547
215691,520,28783
215743,2725,28783
215743,1915,1969
215743,810,1969
215770,10788,1952
215770,5796,1952
215770,4992,3195
215798,2041,3195
215798,1754,34361
215798,287,22527
215813,75,11834
215813,75,606
215886,238,606
215886,238,89
215929,6858,89
215929,4311,754
215929,2547,754
215947,3126,251
215947,2546,251
215947,580,3258
215965,95,3258
215965,95,350
215974,451,350
215974,451,848
215983,43,848
215983,43,4647
215992,504,3909
215992,504,738
216010,9379,64
216010,7671,64
216010,1708,49
216038,10309,49
216038,9095,7706
216038,1214,7706
216047,270,514
216047,141,514
216047,129,61
216074,108,61
216074,108,134
216083,975,134
216083,975,512
216162,244,512
216162,244,1272
216223,63,1272
216223,63,5497
216278,2456,4064
216278,2456,1433
216287,1563,506
216287,1563,506
216296,967,1201
216296,967,653
216311,116,548
216311,116,2809
216339,42688,1805
216339,31273,1004
216339,11415,10401
216357,1151,5750
216357,1151,4651
216366,3901,2164
216366,1167,1863
216366,2734,301
216418,2823,82
216418,2823,82
216427,281,325
216427,281,325
216436,520,6954
216436,520,4395
216445,429,2559
216445,429,2880
216454,516,2321
216454,516,559
216463,183,100
216463,183,100
216524,1809,550
216524,1809,550
216542,1376,63
216542,1321,63
216542,55,453
216551,341,453
216551,341,9555
216579,157,7537
216579,157,2018
216597,12136,10104
216597,7862,8984
216597,4274,1120
216630,191,281
216630,191,149
216649,38,132
216649,38,101
216667,1512,101
216667,1512,886
216694,2972,886
216694,1905,197
216694,1067,197
216746,132,48
216746,132,48
216764,17551,2367
216764,14030,2367
216764,3521,1546
216773,110,1546
216773,110,975
216782,1643,975
216782,1643,120
216807,1690,120
216807,1583,41483
216807,107,30284
216816,661,11199
216816,661,19
216825,11583,19
216825,11583,1053
216852,5532,1053
216852,3562,3787
216852,1970,1209
216931,9314,2578
216931,2445,2889
216931,6869,2889
216986,176,312
216986,176,312
217013,977,500
217013,916,500
217013,61,435
217040,75,435
217040,75,520
217059,6233,520
217059,5895,238
217059,338,238
217077,3259,1759
217077,3259,1759
217086,400,1438
217086,400,1396
217095,312,42
217095,312,316
217156,9276,316
217156,6850,129
217156,2426,129
217165,3816,11853
217165,3413,8011
217165,403,3842
217235,12399,309
217235,10660,309
217235,1739,25
217244,1007,25
217244,1007,1556
217305,4517,1556
217305,4476,3036
217305,41,1927
217323,344,1109
217323,344,152
217350,87,152
217350,87,17517
217402,5745,13768
217402,4756,3749
217402,989,130
217420,10939,130
217420,8952,1538
217420,1987,1538
217475,24411,1583
217475,24411,1476
217484,19185,107
217484,15249,728
217484,3936,728
217493,2486,11396
217493,2040,11396
217493,446,5527
217518,5086,3610
217518,4661,1917
217518,425,9921
217536,2860,2449
217536,2054,7472
217536,806,189
217545,1402,189
217545,1402,1048
217572,125,1001
217572,125,47
217581,239,78
217581,239,78
217606,342,6083
217606,342,5741
217615,4330,342
217615,4330,2981
217624,905,2981
217624,905,407
217633,2746,407
217633,2493,348
217633,253,348
217688,4688,9138
217688,3762,6741
217688,926,2397
217712,3946,3941
217712,3946,3529
217721,3508,412
217721,3508,12284
217749,4385,10547
217749,3477,1737
217749,908,308
217776,2701,308
217776,1778,4668
217776,923,4643
217794,233,25
217794,233,866
217819,14545,866
217819,11011,96
217819,3534,96
217828,98,5800
217828,98,4726
217837,1708,1074
217837,1708,11155
217864,3909,9035
217864,2682,2120
217864,1227,24627
217873,2077,24627
217873,1980,19486
217873,97,15475
217882,22338,4011
217882,16906,2643
217882,5432,2209
217891,174,434
217891,174,4978
217907,1299,4610
217907,1299,368
217925,1520,2922
217925,701,2035
217925,819,887
217934,1608,1591
217934,1315,1591
217934,293,107
217961,3944,107
217961,754,269
217961,3190,269
217989,1405,315
217989,1405,315
217998,949,4550
217998,630,4550
217998,319,911
218025,7997,911
218025,7997,2443
218043,121,2250
218043,121,193
218061,4711,4554
218061,4178,3561
218061,533,993
218070,3177,3805
218070,2863,3805
218070,314,3344
218089,282,3344
218089,247,4483
218089,35,3630
218113,20293,853
218113,20293,3113
218140,10305,1931
218140,10305,1182
218159,109,216
218159,109,216
218195,239,14856
218195,239,11135
218229,3671,3721
218229,3402,106
218229,269,106
218238,3881,1586
218238,3881,1586
218265,166,4113
218265,166,2760
218335,3001,1353
218335,292,2109
218335,2709,2011
218353,17355,98
218353,17355,21698
218399,1229,16634
218399,1229,5064
218414,1199,157
218414,1199,157
218441,2620,1267
218441,2351,1267
218441,269,1488
218487,4348,694
218487,4348,794
218520,8156,1707
218520,8156,1322
218539,1321,385
218539,1243,3434
218539,78,776
218645,3715,2658
218645,3577,1837
218645,138,1837
218654,2161,1013
218654,2161,628
218663,33503,385
218663,23379,7447
218663,10124,7447
218672,2006,158
218672,2006,158
218681,1507,4770
218681,1507,4109
218690,1493,661
218690,1493,3368
218706,784,2889
218706,784,479
218724,10148,192
218724,9009,163
218724,1139,29
218733,5068,21200
218733,4353,21200
218733,715,10151
218742,6689,10151
218742,6384,132
218742,305,132
218751,274,265
218751,274,265
218821,858,3535
218821,858,3301
218830,8259,234
218830,8259,3922
218858,6005,3922
218858,6005,161
218867,72,161
218867,72,2957
218885,9252,330
218885,9252,2627
218894,22883,17440
218894,22883,17440
218919,854,1115
218919,854,1115
218955,1067,1127
218955,1067,1127
218964,7221,2514
218964,5479,2330
218964,1742,184
218973,1551,4350
218973,1551,4350
218991,8643,8143
218991,8643,8143
219000,1941,1257
219000,1895,1257
219000,46,3714
219037,204,3543
219037,204,171
219046,6830,2059
219046,5403,2059
219046,1427,31275
219055,649,21838
219055,649,9437
219082,4913,2023
219082,4355,2023
219082,558,1255
219091,953,1255
219091,855,1459
219091,98,1459
219125,173,644
219125,173,644
219143,1638,9949
219143,1638,8675
219170,17,1274
219170,17,5312
219189,1237,4524
219189,1237,788
219198,1513,6272
219198,1380,5971
219198,133,301
219204,3542,239
219204,2911,239
219204,631,862
219213,1315,862
219213,1315,8293
219240,174,8293
219240,174,6055
219259,3893,6055
219259,3092,64
219259,801,64
219277,2602,9213
219277,2349,9213
219277,253,21617
219295,810,21617
219295,810,784
219338,17,784
219338,17,1160
219347,2721,1160
219347,2339,7345
219347,382,5641
219356,15051,1704
219356,12997,1474
219356,2054,1474
219374,1634,8858
219374,1467,8858
219374,167,1933
219383,2109,1894
219383,1526,39
219383,583,201
219392,28,201
219392,28,5917
219408,371,4986
219408,371,931
219426,3069,556
219426,3069,556
219453,227,4609
219453,227,4068
219471,12973,541
219471,9127,892
219471,3846,843
219480,1563,49
219480,1563,158
219505,91,158
219505,85,1503
219505,6,1503
219578,863,19
219578,863,19
219587,115,1116
219587,115,1116
219596,472,1519
219596,472,1386
219602,12534,133
219602,11343,3311
219602,1191,2771
219639,1152,540
219639,1152,1024
219709,6543,1024
219709,5076,147
219709,1467,147
219718,5836,3137
219718,4162,2491
219718,1674,646
219790,1948,2752
219790,1780,2433
219790,168,319
219806,2303,779
219806,1927,779
219806,376,17
219824,13549,17
219824,13549,2565
219833,2194,2217
219833,1512,348
219833,682,14629
219842,267,12670
219842,267,1959
219879,4944,1629
219879,4944,1430
219888,7537,199
219888,7537,2017
219903,1133,1459
219903,1133,558
219921,403,26
219921,403,26
219949,1598,352
219949,1256,352
219949,342,3134
219976,4546,3134
219976,3090,229
219976,1456,229
219994,1059,12423
219994,1059,8917
220002,1027,3506
220002,1027,1721
220057,4753,1721
220057,4753,119
220075,17091,119
220075,13752,1089
220075,3339,1059
220118,736,30
220118,736,103
220127,917,103
220127,917,611
220136,155,611
220136,155,12161
220163,132,10949
220163,132,1212
220181,629,1174
220181,559,1174
220181,70,6135
220206,315,4869
220206,315,1266
220215,2290,4140
220215,1593,3230
220215,697,910
220251,593,1605
220251,593,1497
220279,875,108
220279,875,2420
220312,184,2068
220312,184,352
220321,1012,12625
220321,1012,12625
220394,372,2411
220394,372,1619
220400,7412,792
220400,7412,287
220464,150,287
220464,150,4824
220473,889,4824
220473,727,7439
220473,162,7439
220491,499,1276
220491,499,1276
220516,2345,383
220516,2013,383
220516,332,1614
220552,1551,1235
220552,1339,379
220552,212,3932
220570,84,2720
220570,84,1212
220598,2371,1305
220598,2371,1305
220604,1340,974
220604,1340,974
220613,4913,4411
220613,4359,4411
220613,554,16651
220631,5618,13299
220631,1989,3352
220631,3629,437
220640,834,437
220640,834,1005
220701,1244,1005
220701,1244,166
220710,1117,166
220710,1117,138
220756,379,138
220756,379,677
220765,693,603
220765,693,74
220792,801,333
220792,801,333
220808,486,2197
220808,399,1538
220808,87,659
220853,1448,654
220853,1448,654
220862,26312,806
220862,20299,806
220862,6013,145
220871,323,145
220871,323,1161
220941,1019,1161
220941,940,360
220941,79,360
220978,31269,7231
220978,27196,7231
220978,4073,170
220996,211,170
220996,211,869
221014,1269,717
221014,959,152
221014,310,552
221050,1365,552
221050,1365,2135
221096,6878,1774
221096,6878,361
221102,613,1590
221102,613,1367
221148,3582,223
221148,3582,71
221157,368,71
221157,368,741
221184,14305,741
221184,14305,2217
221236,425,2217
221236,425,1127
221254,207,1127
221254,207,4797
221281,551,4292
221281,551,505
221290,263,4497
221290,263,1783
221333,702,2714
221333,702,1041
221351,1816,1041
221351,1798,1133
221351,18,1133
221388,250,1133
221388,250,1133
221397,8900,462
221397,8900,462
221430,458,347
221430,458,347
221485,19989,792
221485,19989,792
221494,821,485
221494,821,387
221519,1761,98
221519,1546,1268
221519,215,1268
221582,761,25416
221582,761,19399
221591,811,6017
221591,811,351
221607,371,351
221607,371,893
221616,749,820
221616,749,73
221625,1369,30019
221625,1369,25981
221634,277,4038
221634,277,286
221643,15585,286
221643,15585,1244
221661,3512,962
221661,2925,282
221661,587,1340
221670,487,1340
221670,487,6805
221731,1206,6805
221731,1206,546
221740,12015,546
221740,10106,4078
221740,1909,4078
221759,32981,386
221759,23168,386
221759,9813,13471
221768,9865,13471
221768,9118,595
221768,747,595
221795,237,187
221795,237,187
221829,431,640
221829,431,640
221838,10416,292
221838,7816,292
221838,2600,857
221847,12981,857
221847,10352,1789
221847,2629,1779
221856,1325,10
221856,1003,387
221856,322,387
221892,3106,8343
221892,1631,8343
221892,1475,476
221908,8785,476
221908,8785,19780
221953,2512,19780
221953,2241,885
221953,271,885
221971,5195,1774
221971,3485,1569
221971,1710,205
221980,109,691
221980,109,691
221999,13500,1131
221999,7000,1131
221999,6500,430
222026,160,430
222026,160,652
222053,12351,652
222053,12351,1675
222062,9093,1675
222062,9093,388
222099,649,388
222099,649,14989
222105,178,14989
222105,178,3079
222178,5120,2735
222178,3963,344
222178,1157,487
222567,8787,487
222567,8787,1226
222576,15823,1226
222576,15823,11935
222628,2392,10031
222628,544,1904
222628,1848,33086
222673,344,23334
222673,344,9752
222682,437,9601
222682,437,8845
222691,410,756
222691,410,209
222707,252,209
222707,252,437
222761,1916,437
222761,1916,10409
222822,8020,7840
222822,8020,2569
222831,7996,12347
222831,6781,9776
222831,1215,2571
222877,266,1133
222877,245,835
222877,21,298
222886,325,3298
222886,325,1667
222938,3379,1631
222938,3379,8199
222983,1338,8199
222983,1317,2593
222983,21,2338
222992,77953,255
222992,77953,4998
223001,183,3301
223001,183,1697
223056,128,104
223056,128,104
223083,556,13235
223083,556,6864
223117,134,6371
223117,58,77
223117,76,77
223214,2115,11994
223214,251,11994
223214,1864,9077
223223,1489,9077
223223,1489,750
223232,16083,750
223232,13217,188
223232,2866,188
223320,6203,5533
223320,6203,4284
223427,25552,1249
223427,25552,8187
223463,2110,8187
223463,2110,15430
223472,414,15430
223472,414,2499
223506,6528,641
223506,6528,1858
223524,24479,324
223524,24479,324
223658,393,359
223658,393,359
223667,33,250
223667,33,250
223773,11673,343
223773,11673,343
223816,48781,2668
223816,48781,2668
223852,53,7720
223852,53,7720
223898,6591,7452
223898,6591,6462
223922,2061,990
223922,2061,190
224004,3240,186
224004,1536,4
224004,1704,360
224013,89,360
224013,89,3238
224110,14381,3238
224110,14381,1388
224147,11785,1355
224147,9366,33
224147,2419,70326
224156,460,70326
224156,460,219
224183,1130,219
224183,1130,131
224226,6931,131
224226,4505,626
224226,2426,626
224244,403,155
224244,387,81
224244,16,74
224271,216,1976
224271,216,159
224305,2490,1817
224305,2490,1431
224323,3270,1431
224323,1403,15845
224323,1867,12977
224350,17098,2868
224350,17098,6487
224402,7434,6487
224402,7434,25070
224439,3124,25070
224439,3124,2409
224527,1273,2409
224527,1273,332
224545,2510,332
224545,1575,5887
224545,935,5887
224554,13264,23522
224554,7222,23522
224554,6042,462
224572,23435,462
224572,23435,53
224615,19312,53
224615,19312,11069
224642,41768,11069
224642,41768,47749
224660,894,47749
224660,894,61
224679,1470,61
224679,1470,6391
224712,141,6391
224712,141,1754
224758,117,1754
224758,117,2756
224776,2892,1363
224776,2892,1393
224828,276,99
224828,276,99
224891,1598,13699
224891,1598,13699
224907,170,11294
224907,170,8912
224961,3594,2382
224961,3594,499
225070,7282,499
225070,7282,1473
