UNITID,LIAB011,LIAB910,ASSE011,ASSE910
236656,7544277,11968122,121033887,97701125
236692,13631777,13576321,112557439,78689034
236708,14201469,13238069,94646566,80766125
236753,12445868,6756209,82359559,48536430
236887,11016877,535262931,59359644,1549607910
236939,584104636,1806645501,1635161236,5193668773
236948,2284359506,9393529,5728365125,24035041
236975,7611628,119831904,30264530,409788893
237011,113342146,5795655,436913425,70700295
237039,5181313,4378072,73207661,100725429
237109,5167525,4246166,107535899,15721901
237215,8128011,,17036390,
237242,,14728780,,45887238
237330,15438920,77596771,46370949,61937745
237367,78322804,35468226,62775957,26121446
237385,46675886,,24471825,
237473,,,,
237491,,141479588,,312580880
237525,151123287,,339183255,
237561,,9512480,,16736441
237686,10814566,,17590444,
237729,,60994866,,81278295
237792,62551832,5831815,80168690,26278838
237817,6439686,,25691415,
237844,,16141088,,82695561
237880,16449070,16966520,93103759,21534459
237899,20218339,22225749,17646971,34302303
237932,23373444,2863827,34756903,34108881
238014,3555256,620526969,36660831,742172953
238032,648954964,93830067,765105309,89102825
238263,156834324,21706705,94259098,25966193
238397,25158151,75228253,22730674,53491926
238722,75222021,42064881,58558204,40656521
238759,46516305,24130368,44263826,13584987
239008,25178952,28209672,15698073,13198771
239220,31939465,,14793381,
239248,,33704069,,43876322
239372,33880072,12793340,47885237,17271759
239442,15661395,31733373,19245063,49211421
239460,34029491,56527665,53495970,66813107
239488,53485059,46028835,72190160,12774721
239910,43406959,10218912,15718476,46230104
240055,8271135,26567544,51756972,46993064
240116,31106768,43104704,47896986,72350271
240125,41088520,61998750,79940086,30959266
240170,70528662,93087499,32345079,185695659
240189,86811686,21204180,192908908,26253162
240198,24930787,31564382,27259351,162909152
240268,45629514,19622544,177225432,127553649
240277,17555334,55843792,131627809,208592733
240329,76762958,73825766,228314754,177648466
240365,89491025,59781495,199881600,91805174
240374,59945249,53174667,102135408,156170580
240417,69586241,27921768,166706328,81448323
240426,25541539,17523039,90680309,99301470
240435,11048951,911233441,148220887,2755876968
240444,963296059,99040411,2968735259,495796570
240453,93409901,77047508,516613195,122835131
240462,73520528,41819971,123584133,114882396
240471,44685610,85077976,122455574,152914936
240480,102432633,42897115,161357171,51329768
240505,72440057,8487604,62464398,35202836
240514,21911908,3319719,37420518,17335799
240596,4738006,33099010,19182764,59954436
240620,30494489,13260478,63110589,32665810
240657,13082224,21742179,35658318,65090918
240666,18946840,12248111,72958208,76127269
240693,9852940,164132382,81868153,824567517
240727,164614296,6488792,891158250,5249029
240736,9335207,5312816,10937710,26578064
240745,10194928,26665792,35158359,88925179
240754,28056350,2966971,93381543,16583295
240790,4775012,,15663097,
241720,,9913885,,75995121
241766,10586182,1437777,74507554,10396261
241951,1352733,,9835482,
242042,,,,
242556,,,,
242565,,,,
242583,,5569786,,3684957
243106,5474334,20547691,6108706,0
243115,20254226,63184677,112275,753300
243133,53422123,29218211,3211392,394068
243142,25708786,52347172,670294,0
243151,48826180,183113992,1,358962193
243160,230024782,41235101,396713442,0
243179,36124596,27181140,659947,2507009
243188,22981447,161982878,1,0
243197,152007597,193044325,5460031,919561
243203,230777301,17127916,5825611,872160
243212,18571403,261532519,3411819,0
243221,238875826,4922740,3884012,22579329
243638,4821718,1449158,22524111,4397851
243647,2219668,55933975,4273439,72901838
243665,58849651,1042745369,65716709,2827283691
243780,1018754276,,3176929247,
243799,,98730632,,91382010
244437,95360067,2638922,86697218,31861328
244446,2776672,1529865,31588655,14385695
245625,1989679,,15723943,
245999,,,,
246017,,,,
246071,,,,
246354,,2615457,,36234944
246813,2428791,3240841,41075381,-1097124
247083,1882264,3164669,-1099130,38498594
247603,3596611,250632,35942146,5666994
247737,239181,75068056,10267845,369214446
247834,74374554,,392872804,
247940,,,,
248606,,,,
248624,,,,
248633,,859133,,18406569
248776,1693605,,18300223,
248925,,,,
250993,,27815801,,74432745
251260,27219908,,78186535,
260336,,,,
260363,,885885,,8748428
260372,384530,28266256,8884878,45656480
260381,22509059,,55102461,
261375,,,,
261773,,47721982,,47318283
262031,46260077,41592067,48175026,60984441
262129,37991213,,65781720,
363165,,52960050,,95918840
363563,66261633,1112585,160652396,17848218
363633,1002081,,22842691,
364016,,,,
364025,,,,
364548,,,,
364575,,,,
364618,,,,
364627,,,,
364636,,,,
364946,,,,
364964,,,,
365198,,,,
365213,,,,
365240,,,,
365374,,,,
365383,,,,
365480,,,,
365763,,2393925,,13716802
366340,995786,284993870,14150992,-85219039
366395,302648792,236247137,-97200060,42300963
366401,233672878,1065111,31141745,11339512
366447,793266,909355,11514279,17084775
366465,1030875,,17443678,
366623,,,,
366632,,104506126,,211200514
366711,112255703,23842837,211030451,34408722
367459,36015145,,35644547,
367875,,,,
367972,,,,
368160,,,,
368364,,,,
368407,,,,
368647,,,,
368799,,1595341,,23525213
368911,1346142,,29385067,
369109,,,,
369419,,,,
369668,,,,
371690,,,,
372082,,,,
373711,,,,
374112,,,,
374592,,,,
375373,,,,
375407,,,,
375568,,,,
375656,,,,
375683,,,,
375692,,,,
375966,,2855701,,16958641
376695,3450765,,19122949,
377485,,,,
379621,,393626,,9642692
380359,395706,7420000,10761036,21781000
380368,7560000,1627543,23575000,13915649
380377,2450768,,14326757,
381529,,,,
382258,,,,
382416,,,,
383084,,3185550,,22795674
383190,3445986,,24922095,
383312,,,,
383330,,,,
383367,,,,
383525,,848692,,5294459
383996,825294,,5471180,
384333,,112974094,,49013810
384342,113513633,,51258898,
389860,,,,
390905,,,,
391333,,22530789,,22584287
395362,23193639,,26269510,
399212,,,,
403469,,,,
403478,,,,
403487,,18475568,,22182275
404426,17105978,17839593,25538168,56432791
404480,16917576,9530463,59017562,-1772901
405872,11715538,,-3122139,
406325,,,,
406361,,,,
406422,,,,
407452,,,,
407489,,,,
407504,,,,
407513,,,,
407522,,,,
407577,,,,
407595,,,,
407832,,9180163,,12765470
408394,8648028,,13085595,
409120,,83956726,,229691712
409315,79954177,5257997,257032021,13642636
409379,5514993,,18991884,
409537,,,,
409591,,88368171,,279982892
409698,87762925,,280364969,
412535,,,,
413176,,2034700,,7743389
413626,1844371,227877,8129582,941745
413802,231118,4717764,1209668,9390484
414911,5407172,,9929489,
416801,,,,
417105,,,,
417123,,,,
417178,,,,
417187,,,,
417248,,,,
417257,,,,
417275,,,,
417442,,,,
417628,,,,
417637,,,,
417646,,,,
417655,,,,
417673,,,,
417682,,,,
417716,,,,
417743,,,,
417831,,,,
417868,,,,
417886,,,,
417910,,,,
417947,,,,
417983,,,,
417992,,,,
418001,,,,
418010,,,,
418029,,,,
418038,,,,
418056,,,,
418065,,,,
418083,,,,
418199,,,,
418205,,,,
418223,,,,
418250,,,,
418278,,,,
418287,,,,
418296,,,,
418302,,,,
418320,,,,
418339,,,,
418348,,,,
418357,,,,
418409,,,,
418427,,,,
418445,,,,
418454,,,,
418481,,,,
418506,,,,
418515,,,,
418524,,,,
418533,,,,
418542,,,,
418560,,,,
418588,,,,
418603,,,,
418612,,,,
418676,,,,
419031,,,,
419095,,,,
419226,,,,
419332,,,,
419420,,,,
419484,,,,
420398,,,,
420431,1718595,616352,29227578,7172705
420440,4342197,4453185,8604915,8229656
420468,,,,
420538,11410449,12000250,26695923,25064730
420556,22188729,23505604,21773107,21414898
420723,11392559,11451732,9421183,9409779
420802,0,0,1837161,999299
421540,,,,
421559,,,,
421717,,,,
423652,23010040,23700081,14043201,13214152
427991,,,,
428019,,,,
428392,9049487,9007537,23576799,16991925
428426,492242960,498904020,204800617,192862681
430500,,,,
430643,,,,
430795,,,,
430883,,,,
430908,,,,
430971,,,,
431017,,,,
431105,,,,
431169,,,,
431187,,,,
431196,,,,
431202,,,,
431266,,,,
431275,,,,
431558,,,,
431691,,,,
431707,,,,
431716,,,,
431770,,,,
431877,,24026337,,406160177
432144,29356937,,428509528,
433040,,,,
433068,,,,
433138,,69213,,3750533
433174,27313,157846709,4081383,342901582
433660,238078232,6969180,371231643,5358429
434061,5744919,1147466,7760834,3170484
434672,28312115,28469022,136971813,129613250
435000,197839259,152280958,348604499,358343046
436304,3295489,2100468,-1247346,-1020458
437103,15361381,13066334,32086078,27868100
438665,410816719,411049853,182516011,170309383
438708,2131810,2085359,9464902,8998863
439145,10133075,10287486,76638857,65633373
439154,3353238,3029817,15205206,11239345
439190,3847180,3612228,117664795,118777028
439622,,,,
440217,,,,
440244,11633340,13078094,22410730,22410729
440402,7265003,7192349,23181318,21416835
440624,5417540,4908756,3787319,2442499
440730,,,,
441070,664326,508879,610779,456904
441210,,,,
441317,,,,
441335,,,,
441353,,,,
441414,,,,
441593,,,,
441672,,,,
441760,9002110,8052029,22693484,22613418
441894,,,,
441900,2485000,2835000,39727000,38174000
441937,307650415,294254582,260125990,206365622
443368,13024575,,43429524,
443492,10860753,10868494,19926367,38038713
443711,23524768,10032248,14462739,20730143
444219,,77341569,,26981297
444459,,,,
444954,5926090,,15865275,
445018,3688639,5176170,817515,15901522
445188,,2964632,,641896
445674,3292496,,3600641,
446206,,3299439,,3410259
446349,,,,
446419,,,,
446774,3692156,,12895763,
446978,14958836,3259751,1206060,9339838
447582,4854439,10885581,14039889,400075
447689,176810896,4416762,54531383,11499332
448248,,44725614,,37753782
448336,235123,,1215628,
448594,,143989,,64463
448637,129664160,,90890176,
448840,8006023,119237918,85908907,76589350
449357,,4887724,,83610320
449816,,,,
451325,,,,
451459,,,,
451583,,,,
451671,2262390,,45886918,
451680,2861742,2130983,99955590,44708900
452106,,2239162,,75138383
455114,5398275,,56591455,
455512,48105957,5229213,16027585,43591020
457378,,39106346,,16383009
457387,,,,
457624,,,,
457873,,,,
457907,,,,
457943,,,,
457989,,,,
459329,,,,
459408,,,,
460394,300845170,,216986120,
460464,300845170,,216986120,
460604,,,,
460808,,,,
461087,,,,
461245,,,,
461306,,,,
461315,355852,,0,
461634,,,,
